AÑO,CCAA,KG RECOGIDOS,HABITANTES,GARBAGE CONTAINER
2015,COMUNIDAD VALENCIANA,5120,1765,Yellow
2015,COMUNIDAD VALENCIANA,2820,681,Yellow
2015,COMUNIDAD VALENCIANA,4506,2412,Yellow
2015,COMUNIDAD VALENCIANA,752441,41672,Yellow
2015,COMUNIDAD VALENCIANA,60700,4688,Yellow
2015,COMUNIDAD VALENCIANA,1286230,228647,Yellow
2015,COMUNIDAD VALENCIANA,250440,53540,Yellow
2015,COMUNIDAD VALENCIANA,3100,877,Yellow
2015,COMUNIDAD VALENCIANA,55700,6265,Yellow
2015,COMUNIDAD VALENCIANA,446540,76497,Yellow
2015,COMUNIDAD VALENCIANA,97580,5985,Yellow
2015,COMUNIDAD VALENCIANA,107501,13125,Yellow
2015,COMUNIDAD VALENCIANA,12400,2417,Yellow
2015,COMUNIDAD VALENCIANA,26196,5928,Yellow
2015,COMUNIDAD VALENCIANA,223520,15599,Yellow
2015,COMUNIDAD VALENCIANA,25740,487,Yellow
2015,COMUNIDAD VALENCIANA,7580,2632,Yellow
2015,COMUNIDAD VALENCIANA,4600,1095,Yellow
2015,COMUNIDAD VALENCIANA,222200,23456,Yellow
2015,COMUNIDAD VALENCIANA,3780,1947,Yellow
2015,COMUNIDAD VALENCIANA,6291,927,Yellow
2015,COMUNIDAD VALENCIANA,50873,2793,Yellow
2015,COMUNIDAD VALENCIANA,6485,805,Yellow
2015,COMUNIDAD VALENCIANA,795700,29067,Yellow
2015,COMUNIDAD VALENCIANA,62100,7226,Yellow
2015,COMUNIDAD VALENCIANA,207220,29343,Yellow
2015,COMUNIDAD VALENCIANA,31960,1521,Yellow
2015,COMUNIDAD VALENCIANA,69100,11615,Yellow
2015,COMUNIDAD VALENCIANA,384650,17501,Yellow
2015,COMUNIDAD VALENCIANA,5061,733,Yellow
2015,COMUNIDAD VALENCIANA,3093,972,Yellow
2015,COMUNIDAD VALENCIANA,3371,1172,Yellow
2015,COMUNIDAD VALENCIANA,21260,2465,Yellow
2015,COMUNIDAD VALENCIANA,3491,801,Yellow
2015,COMUNIDAD VALENCIANA,22200,595,Yellow
2015,COMUNIDAD VALENCIANA,10026,1910,Yellow
2015,COMUNIDAD VALENCIANA,6100,1274,Yellow
2015,COMUNIDAD VALENCIANA,11280,546,Yellow
2015,COMUNIDAD VALENCIANA,11290,1080,Yellow
2015,COMUNIDAD VALENCIANA,28319,4966,Yellow
2015,COMUNIDAD VALENCIANA,118000,30834,Yellow
2015,COMUNIDAD VALENCIANA,27560,2543,Yellow
2015,COMUNIDAD VALENCIANA,43164,1872,Yellow
2015,COMUNIDAD VALENCIANA,82000,9149,Yellow
2015,COMUNIDAD VALENCIANA,85680,10612,Yellow
2015,COMUNIDAD VALENCIANA,92960,2571,Yellow
2015,COMUNIDAD VALENCIANA,384920,43281,Yellow
2015,COMUNIDAD VALENCIANA,208100,21906,Yellow
2015,COMUNIDAD VALENCIANA,35380,6339,Yellow
2015,COMUNIDAD VALENCIANA,52480,7658,Yellow
2015,COMUNIDAD VALENCIANA,74030,12460,Yellow
2015,COMUNIDAD VALENCIANA,120540,7202,Yellow
2015,COMUNIDAD VALENCIANA,10246,509,Yellow
2015,COMUNIDAD VALENCIANA,129340,9114,Yellow
2015,COMUNIDAD VALENCIANA,146180,24232,Yellow
2015,COMUNIDAD VALENCIANA,184720,26292,Yellow
2015,COMUNIDAD VALENCIANA,68364,13456,Yellow
2015,COMUNIDAD VALENCIANA,199570,26782,Yellow
2015,COMUNIDAD VALENCIANA,112540,25228,Yellow
2015,COMUNIDAD VALENCIANA,73320,6632,Yellow
2015,COMUNIDAD VALENCIANA,67460,7565,Yellow
2015,COMUNIDAD VALENCIANA,358620,83417,Yellow
2015,COMUNIDAD VALENCIANA,120757,9625,Yellow
2015,COMUNIDAD VALENCIANA,12340,875,Yellow
2015,COMUNIDAD VALENCIANA,163730,24810,Yellow
2015,COMUNIDAD VALENCIANA,27780,1687,Yellow
2015,COMUNIDAD VALENCIANA,27220,998,Yellow
2015,COMUNIDAD VALENCIANA,11760,1020,Yellow
2015,COMUNIDAD VALENCIANA,501480,67156,Yellow
2015,COMUNIDAD VALENCIANA,105480,7438,Yellow
2015,COMUNIDAD VALENCIANA,87560,10144,Yellow
2015,COMUNIDAD VALENCIANA,222320,34754,Yellow
2015,COMUNIDAD VALENCIANA,74625,7457,Yellow
2015,COMUNIDAD VALENCIANA,84180,11109,Yellow
2015,COMUNIDAD VALENCIANA,208255,20393,Yellow
2015,COMUNIDAD VALENCIANA,87380,21588,Yellow
2015,COMUNIDAD VALENCIANA,59940,2701,Yellow
2015,COMUNIDAD VALENCIANA,51070,7663,Yellow
2015,COMUNIDAD VALENCIANA,73700,4659,Yellow
2015,COMUNIDAD VALENCIANA,75100,3350,Yellow
2015,COMUNIDAD VALENCIANA,32240,4313,Yellow
2015,COMUNIDAD VALENCIANA,15520,987,Yellow
2015,COMUNIDAD VALENCIANA,210680,24944,Yellow
2015,COMUNIDAD VALENCIANA,7168,709,Yellow
2015,COMUNIDAD VALENCIANA,2220,689,Yellow
2015,COMUNIDAD VALENCIANA,33260,1404,Yellow
2015,COMUNIDAD VALENCIANA,37700,2271,Yellow
2015,COMUNIDAD VALENCIANA,19940,7623,Yellow
2015,COMUNIDAD VALENCIANA,3367,1258,Yellow
2015,COMUNIDAD VALENCIANA,57800,6819,Yellow
2015,COMUNIDAD VALENCIANA,6304,1041,Yellow
2015,COMUNIDAD VALENCIANA,29860,1262,Yellow
2015,COMUNIDAD VALENCIANA,474940,65003,Yellow
2015,COMUNIDAD VALENCIANA,43580,7676,Yellow
2015,COMUNIDAD VALENCIANA,116760,9237,Yellow
2015,COMUNIDAD VALENCIANA,4051,1891,Yellow
2015,COMUNIDAD VALENCIANA,7041,1078,Yellow
2015,COMUNIDAD VALENCIANA,13423,3045,Yellow
2015,COMUNIDAD VALENCIANA,39452,6911,Yellow
2015,COMUNIDAD VALENCIANA,7916,512,Yellow
2015,COMUNIDAD VALENCIANA,340400,55946,Yellow
2015,COMUNIDAD VALENCIANA,211400,22804,Yellow
2015,COMUNIDAD VALENCIANA,16968,2031,Yellow
2015,COMUNIDAD VALENCIANA,8786,830,Yellow
2015,COMUNIDAD VALENCIANA,334080,31529,Yellow
2015,COMUNIDAD VALENCIANA,1240,99,Yellow
2015,COMUNIDAD VALENCIANA,100880,9741,Yellow
2015,COMUNIDAD VALENCIANA,92560,10183,Yellow
2015,COMUNIDAD VALENCIANA,3324,584,Yellow
2015,COMUNIDAD VALENCIANA,10039,622,Yellow
2015,COMUNIDAD VALENCIANA,3742,1031,Yellow
2015,COMUNIDAD VALENCIANA,99110,18644,Yellow
2015,COMUNIDAD VALENCIANA,67880,3513,Yellow
2015,COMUNIDAD VALENCIANA,247015,28311,Yellow
2015,COMUNIDAD VALENCIANA,52640,9288,Yellow
2015,COMUNIDAD VALENCIANA,119280,17822,Yellow
2015,COMUNIDAD VALENCIANA,4692,620,Yellow
2015,COMUNIDAD VALENCIANA,397440,11824,Yellow
2015,COMUNIDAD VALENCIANA,15600,1657,Yellow
2015,COMUNIDAD VALENCIANA,2581,213,Yellow
2015,COMUNIDAD VALENCIANA,45256,5520,Yellow
2015,COMUNIDAD VALENCIANA,684980,80551,Yellow
2015,COMUNIDAD VALENCIANA,409810,91415,Yellow
2015,COMUNIDAD VALENCIANA,6305,1531,Yellow
2015,COMUNIDAD VALENCIANA,1768,992,Yellow
2015,COMUNIDAD VALENCIANA,7635170,786424,Yellow
2015,COMUNIDAD VALENCIANA,3294,2873,Yellow
2015,COMUNIDAD VALENCIANA,296760,50755,Yellow
2015,COMUNIDAD VALENCIANA,11120,1912,Yellow
2015,COMUNIDAD VALENCIANA,3821,604,Yellow
2015,COMUNIDAD VALENCIANA,232700,33951,Yellow
2015,COMUNIDAD VALENCIANA,61380,4350,Yellow
2015,COMUNIDAD VALENCIANA,19754,3273,Yellow
2015,COMUNIDAD VALENCIANA,163240,34530,Yellow
2015,COMUNIDAD VALENCIANA,268400,28337,Yellow
2015,COMUNIDAD VALENCIANA,91680,5907,Yellow
2015,COMUNIDAD VALENCIANA,36160,2246,Yellow
2015,COMUNIDAD VALENCIANA,3880,819,Yellow
2015,COMUNIDAD VALENCIANA,164000,29309,Yellow
2015,COMUNIDAD VALENCIANA,64160,3796,Yellow
2015,COMUNIDAD VALENCIANA,94800,20029,Yellow
2015,COMUNIDAD VALENCIANA,142860,31828,Yellow
2015,COMUNIDAD VALENCIANA,1236699,204064,Yellow
2015,COMUNIDAD VALENCIANA,31538,2638,Yellow
2015,COMUNIDAD VALENCIANA,10321,1162,Yellow
2015,COMUNIDAD VALENCIANA,63649,9233,Yellow
2015,COMUNIDAD VALENCIANA,20065,2352,Yellow
2015,COMUNIDAD VALENCIANA,51721,3525,Yellow
2015,COMUNIDAD VALENCIANA,15275,2695,Yellow
2015,COMUNIDAD VALENCIANA,21074,4245,Yellow
2015,COMUNIDAD VALENCIANA,173120,9090,Yellow
2015,COMUNIDAD VALENCIANA,56630,13029,Yellow
2015,COMUNIDAD VALENCIANA,132400,17064,Yellow
2015,COMUNIDAD VALENCIANA,1582419,77746,Yellow
2015,COMUNIDAD VALENCIANA,54500,9163,Yellow
2015,COMUNIDAD VALENCIANA,296895,36153,Yellow
2015,COMUNIDAD VALENCIANA,881900,89653,Yellow
2015,COMUNIDAD VALENCIANA,66040,3088,Yellow
2015,COMUNIDAD VALENCIANA,36380,5178,Yellow
2015,COMUNIDAD VALENCIANA,22880,4266,Yellow
2015,COMUNIDAD VALENCIANA,21060,2473,Yellow
2015,COMUNIDAD VALENCIANA,78979,9038,Yellow
2015,COMUNIDAD VALENCIANA,79120,9572,Yellow
2015,COMUNIDAD VALENCIANA,13500,2440,Yellow
2015,COMUNIDAD VALENCIANA,438145,70495,Yellow
2015,COMUNIDAD VALENCIANA,148312,20489,Yellow
2015,COMUNIDAD VALENCIANA,1049,384,Yellow
2015,EXTREMADURA,146020,9060,Yellow
2015,EXTREMADURA,63200,6664,Yellow
2015,EXTREMADURA,9520,2672,Yellow
2015,EXTREMADURA,49120,3078,Yellow
2015,EXTREMADURA,47840,5538,Yellow
2015,EXTREMADURA,10460,1686,Yellow
2015,EXTREMADURA,10420,1818,Yellow
2015,EXTREMADURA,374200,35013,Yellow
2015,EXTREMADURA,90620,6101,Yellow
2015,EXTREMADURA,1308420,150517,Yellow
2015,EXTREMADURA,63220,6354,Yellow
2015,EXTREMADURA,34700,5182,Yellow
2015,EXTREMADURA,91600,8614,Yellow
2015,EXTREMADURA,1080090,95855,Yellow
2015,EXTREMADURA,367860,36142,Yellow
2015,EXTREMADURA,71820,6906,Yellow
2015,EXTREMADURA,14840,2226,Yellow
2015,EXTREMADURA,69780,7227,Yellow
2015,EXTREMADURA,38440,2756,Yellow
2015,EXTREMADURA,17400,2749,Yellow
2015,EXTREMADURA,104340,4707,Yellow
2015,EXTREMADURA,145840,10012,Yellow
2015,EXTREMADURA,5360,692,Yellow
2015,EXTREMADURA,93440,5855,Yellow
2015,EXTREMADURA,231820,15961,Yellow
2015,EXTREMADURA,56440,4714,Yellow
2015,EXTREMADURA,825380,58985,Yellow
2015,EXTREMADURA,366800,17322,Yellow
2015,EXTREMADURA,92240,4714,Yellow
2015,EXTREMADURA,158560,12104,Yellow
2015,EXTREMADURA,519060,40892,Yellow
2015,EXTREMADURA,11020,3496,Yellow
2015,EXTREMADURA,31120,4196,Yellow
2015,EXTREMADURA,72080,8249,Yellow
2015,EXTREMADURA,27980,3597,Yellow
2015,EXTREMADURA,65640,8268,Yellow
2015,EXTREMADURA,89520,9558,Yellow
2015,EXTREMADURA,10310,1255,Yellow
2015,EXTREMADURA,47100,4193,Yellow
2015,EXTREMADURA,269400,26101,Yellow
2015,EXTREMADURA,1396399,152890,Yellow
2015,EXTREMADURA,99239,11736,Yellow
2015,EXTREMADURA,73339,9824,Yellow
2015,EXTREMADURA,99819,8513,Yellow
2015,EXTREMADURA,172739,16687,Yellow
2015,EXTREMADURA,41840,4048,Yellow
2015,EXTREMADURA,82199,11125,Yellow
2015,EXTREMADURA,139620,16775,Yellow
2015,EXTREMADURA,91448,9211,Yellow
2015,EXTREMADURA,102039,8663,Yellow
2015,EXTREMADURA,90940,7992,Yellow
2015,EXTREMADURA,51960,6324,Yellow
2015,EXTREMADURA,62799,6144,Yellow
2015,EXTREMADURA,102500,9576,Yellow
2015,EXTREMADURA,136139,14280,Yellow
2015,EXTREMADURA,236840,29259,Yellow
2015,EXTREMADURA,144459,11260,Yellow
2015,EXTREMADURA,260200,21048,Yellow
2015,EXTREMADURA,227600,25072,Yellow
2015,GALICIA,12612,2651,Yellow
2015,GALICIA,19296,1903,Yellow
2015,GALICIA,98160,6060,Yellow
2015,GALICIA,16820,2033,Yellow
2015,GALICIA,13946,2904,Yellow
2015,GALICIA,97620,5741,Yellow
2015,GALICIA,39877,6261,Yellow
2015,GALICIA,99820,12233,Yellow
2015,GALICIA,89360,10371,Yellow
2015,GALICIA,30352,2994,Yellow
2015,GALICIA,24980,3705,Yellow
2015,GALICIA,20573,3754,Yellow
2015,GALICIA,6760,3179,Yellow
2015,GALICIA,23120,2115,Yellow
2015,GALICIA,407620,19060,Yellow
2015,GALICIA,28020,4342,Yellow
2015,GALICIA,132680,9660,Yellow
2015,GALICIA,170390,13899,Yellow
2015,GALICIA,11456,1571,Yellow
2015,GALICIA,29600,4623,Yellow
2015,GALICIA,42780,3294,Yellow
2015,GALICIA,100120,9895,Yellow
2015,GALICIA,36434,5774,Yellow
2015,GALICIA,189260,13399,Yellow
2015,GALICIA,23955,1962,Yellow
2015,GALICIA,45400,1356,Yellow
2015,GALICIA,19760,1390,Yellow
2015,GALICIA,250200,31288,Yellow
2015,GALICIA,54275,4241,Yellow
2015,GALICIA,16059,5226,Yellow
2015,GALICIA,11340,2823,Yellow
2015,GALICIA,54810,3402,Yellow
2015,GALICIA,25460,5342,Yellow
2015,GALICIA,70660,7147,Yellow
2015,GALICIA,101160,7760,Yellow
2015,GALICIA,45320,5156,Yellow
2015,GALICIA,20285,1860,Yellow
2015,GALICIA,14860,1249,Yellow
2015,GALICIA,62340,4369,Yellow
2015,GALICIA,56130,8553,Yellow
2015,GALICIA,23854,1747,Yellow
2015,GALICIA,20105,1672,Yellow
2015,GALICIA,7200,3695,Yellow
2015,GALICIA,42316,6706,Yellow
2015,GALICIA,4040,4892,Yellow
2015,GALICIA,8760,4327,Yellow
2015,GALICIA,13054,2719,Yellow
2015,GALICIA,14310,2261,Yellow
2015,GALICIA,95340,4931,Yellow
2015,GALICIA,25348,4048,Yellow
2015,GALICIA,97980,2913,Yellow
2015,GALICIA,30940,3137,Yellow
2015,GALICIA,24230,7019,Yellow
2015,GALICIA,21900,3298,Yellow
2015,GALICIA,6030,1951,Yellow
2015,GALICIA,31000,4131,Yellow
2015,GALICIA,283320,30135,Yellow
2015,GALICIA,179530,30028,Yellow
2015,GALICIA,74200,12883,Yellow
2015,GALICIA,230090,48733,Yellow
2015,GALICIA,267940,21197,Yellow
2015,GALICIA,215140,13498,Yellow
2015,GALICIA,878900,70389,Yellow
2015,GALICIA,58005,4824,Yellow
2015,GALICIA,3193,1106,Yellow
2015,GALICIA,16128,3960,Yellow
2015,GALICIA,26620,3696,Yellow
2015,GALICIA,7990,1784,Yellow
2015,GALICIA,142620,9899,Yellow
2015,GALICIA,35312,2485,Yellow
2015,GALICIA,25072,4004,Yellow
2015,GALICIA,90940,14051,Yellow
2015,GALICIA,263040,10851,Yellow
2015,GALICIA,144370,10314,Yellow
2015,GALICIA,62640,5564,Yellow
2015,GALICIA,24720,1421,Yellow
2015,GALICIA,135260,5006,Yellow
2015,GALICIA,186540,20158,Yellow
2015,GALICIA,880,921,Yellow
2015,GALICIA,72800,11443,Yellow
2015,GALICIA,44020,3207,Yellow
2015,GALICIA,23701,2338,Yellow
2015,GALICIA,911540,98560,Yellow
2015,GALICIA,3720,2789,Yellow
2015,GALICIA,20910,2978,Yellow
2015,GALICIA,51820,5768,Yellow
2015,GALICIA,69640,9479,Yellow
2015,GALICIA,93680,15448,Yellow
2015,GALICIA,503940,25329,Yellow
2015,GALICIA,13270,4289,Yellow
2015,GALICIA,10900,1455,Yellow
2015,GALICIA,66060,5428,Yellow
2015,GALICIA,7627,1731,Yellow
2015,GALICIA,50840,5033,Yellow
2015,GALICIA,30480,7578,Yellow
2015,GALICIA,15240,2795,Yellow
2015,GALICIA,74620,5838,Yellow
2015,GALICIA,14860,1303,Yellow
2015,GALICIA,61810,4742,Yellow
2015,GALICIA,15550,682,Yellow
2015,GALICIA,26000,3991,Yellow
2015,GALICIA,12720,2089,Yellow
2015,GALICIA,154450,19201,Yellow
2015,GALICIA,25520,3779,Yellow
2015,GALICIA,32900,4362,Yellow
2015,GALICIA,141082,15324,Yellow
2015,GALICIA,69325,5417,Yellow
2015,GALICIA,2619,696,Yellow
2015,GALICIA,58750,5068,Yellow
2015,GALICIA,394840,58284,Yellow
2015,GALICIA,50999,5605,Yellow
2015,GALICIA,485440,39574,Yellow
2015,GALICIA,53260,5327,Yellow
2015,GALICIA,38416,7009,Yellow
2015,GALICIA,17150,4121,Yellow
2015,GALICIA,156790,17715,Yellow
2015,GALICIA,50440,3042,Yellow
2015,GALICIA,133480,12844,Yellow
2015,GALICIA,76340,7400,Yellow
2015,GALICIA,50920,5997,Yellow
2015,GALICIA,1143610,106905,Yellow
2015,GALICIA,2970,1090,Yellow
2015,GALICIA,15621,5083,Yellow
2015,GALICIA,95070,6804,Yellow
2015,GALICIA,72026,5275,Yellow
2015,GALICIA,22000,2502,Yellow
2015,GALICIA,79890,8693,Yellow
2015,GALICIA,19842,2708,Yellow
2015,GALICIA,7141,3309,Yellow
2015,GALICIA,11310,3075,Yellow
2015,GALICIA,26832,4680,Yellow
2015,GALICIA,15720,1237,Yellow
2015,GALICIA,5210,1830,Yellow
2015,GALICIA,166540,9672,Yellow
2015,GALICIA,151860,16794,Yellow
2015,GALICIA,35920,5625,Yellow
2015,GALICIA,185880,23115,Yellow
2015,GALICIA,46860,5893,Yellow
2015,GALICIA,79620,8117,Yellow
2015,GALICIA,8401,2534,Yellow
2015,GALICIA,616700,82946,Yellow
2015,GALICIA,170396,18508,Yellow
2015,GALICIA,19720,3025,Yellow
2015,GALICIA,179040,10634,Yellow
2015,GALICIA,5300,1624,Yellow
2015,GALICIA,3640,1484,Yellow
2015,GALICIA,41065,3501,Yellow
2015,GALICIA,198500,29909,Yellow
2015,GALICIA,227250,11479,Yellow
2015,GALICIA,49330,5187,Yellow
2015,GALICIA,242300,10010,Yellow
2015,GALICIA,66780,5103,Yellow
2015,GALICIA,10220,1011,Yellow
2015,GALICIA,418830,27565,Yellow
2015,GALICIA,4625,1395,Yellow
2015,GALICIA,13189,2752,Yellow
2015,GALICIA,98730,6455,Yellow
2015,GALICIA,22520,1604,Yellow
2015,GALICIA,68480,4634,Yellow
2015,GALICIA,81847,8890,Yellow
2015,GALICIA,88623,9626,Yellow
2015,GALICIA,42900,3019,Yellow
2015,GALICIA,64120,9719,Yellow
2015,GALICIA,1445140,95800,Yellow
2015,GALICIA,230300,17543,Yellow
2015,GALICIA,131020,13504,Yellow
2015,GALICIA,8330,4113,Yellow
2015,GALICIA,38460,8966,Yellow
2015,GALICIA,14660,2453,Yellow
2015,GALICIA,10200,1211,Yellow
2015,GALICIA,51560,7356,Yellow
2015,GALICIA,5630,3101,Yellow
2015,GALICIA,290900,18254,Yellow
2015,GALICIA,101010,13707,Yellow
2015,GALICIA,22351,3706,Yellow
2015,GALICIA,31800,3853,Yellow
2015,GALICIA,12196,1203,Yellow
2015,GALICIA,25009,3301,Yellow
2015,GALICIA,200120,16884,Yellow
2015,GALICIA,22581,4120,Yellow
2015,GALICIA,20975,2069,Yellow
2015,GALICIA,66240,6796,Yellow
2015,GALICIA,64300,6050,Yellow
2015,GALICIA,40760,5073,Yellow
2015,GALICIA,25990,1882,Yellow
2015,GALICIA,2362660,294997,Yellow
2015,GALICIA,27600,5676,Yellow
2015,GALICIA,34640,5972,Yellow
2015,GALICIA,656320,37712,Yellow
2015,GALICIA,61180,14788,Yellow
2015,GALICIA,162920,10459,Yellow
2015,GALICIA,4851,922,Yellow
2015,GALICIA,25140,1236,Yellow
2015,GALICIA,33940,1316,Yellow
2015,GALICIA,48649,7710,Yellow
2015,GALICIA,176900,15932,Yellow
2015,GALICIA,7661,2036,Yellow
2015,GALICIA,59480,3456,Yellow
2015,GALICIA,27390,4902,Yellow
2015,LA RIOJA,1881080,151962,Yellow
2015,LA RIOJA,2624599,164531,Yellow
2015,MADRID,79420,4339,Yellow
2015,MADRID,3340280,200768,Yellow
2015,MADRID,1760610,112187,Yellow
2015,MADRID,3823940,170336,Yellow
2015,MADRID,17180,2528,Yellow
2015,MADRID,166240,20101,Yellow
2015,MADRID,286340,14005,Yellow
2015,MADRID,867520,57792,Yellow
2015,MADRID,1049660,55307,Yellow
2015,MADRID,343640,25373,Yellow
2015,MADRID,42300,1571,Yellow
2015,MADRID,81210,5351,Yellow
2015,MADRID,1176140,47852,Yellow
2015,MADRID,223780,10188,Yellow
2015,MADRID,54940,2760,Yellow
2015,MADRID,119720,7048,Yellow
2015,MADRID,55520,5775,Yellow
2015,MADRID,48460,3460,Yellow
2015,MADRID,12720,2073,Yellow
2015,MADRID,137420,6839,Yellow
2015,MADRID,17340,2140,Yellow
2015,MADRID,102220,5447,Yellow
2015,MADRID,257860,6921,Yellow
2015,MADRID,84200,6780,Yellow
2015,MADRID,1416650,62587,Yellow
2015,MADRID,926660,47445,Yellow
2015,MADRID,265820,8409,Yellow
2015,MADRID,204140,8934,Yellow
2015,MADRID,1297340,88847,Yellow
2015,MADRID,126400,5738,Yellow
2015,MADRID,123020,9841,Yellow
2015,MADRID,169480,8929,Yellow
2015,MADRID,95120,6982,Yellow
2015,MADRID,376820,15244,Yellow
2015,MADRID,71780,2020,Yellow
2015,MADRID,3925340,195863,Yellow
2015,MADRID,92640,6409,Yellow
2015,MADRID,427580,32380,Yellow
2015,MADRID,2736500,173057,Yellow
2015,MADRID,201940,9928,Yellow
2015,MADRID,273310,15547,Yellow
2015,MADRID,189340,7833,Yellow
2015,MADRID,168390,19404,Yellow
2015,MADRID,2160122,92784,Yellow
2015,MADRID,3302124,186696,Yellow
2015,MADRID,96180,8159,Yellow
2015,MADRID,87880,4374,Yellow
2015,MADRID,65427400,3165235,Yellow
2015,MADRID,996240,70359,Yellow
2015,MADRID,198440,8182,Yellow
2015,MADRID,208680,13133,Yellow
2015,MADRID,218900,22763,Yellow
2015,MADRID,115340,5889,Yellow
2015,MADRID,101520,5032,Yellow
2015,MADRID,214060,12321,Yellow
2015,MADRID,87320,7452,Yellow
2015,MADRID,2991920,205711,Yellow
2015,MADRID,76720,2862,Yellow
2015,MADRID,440743,26364,Yellow
2015,MADRID,51280,2640,Yellow
2015,MADRID,172160,5959,Yellow
2015,MADRID,466920,21718,Yellow
2015,MADRID,894380,125323,Yellow
2015,MADRID,68520,2502,Yellow
2015,MADRID,1081700,47594,Yellow
2015,MADRID,2074240,84360,Yellow
2015,MADRID,119940,3221,Yellow
2015,MADRID,27140,689,Yellow
2015,MADRID,1156100,80483,Yellow
2015,MADRID,91520,4037,Yellow
2015,MADRID,10260,493,Yellow
2015,MADRID,954140,40781,Yellow
2015,MADRID,414160,18241,Yellow
2015,MADRID,152440,8516,Yellow
2015,MADRID,238860,19092,Yellow
2015,MADRID,1704442,83329,Yellow
2015,MADRID,58120,2445,Yellow
2015,MADRID,60800,3957,Yellow
2015,MADRID,200840,8482,Yellow
2015,MADRID,3490020,126878,Yellow
2015,MADRID,37660,4195,Yellow
2015,MADRID,81080,7739,Yellow
2015,MADRID,345940,22838,Yellow
2015,MADRID,169280,7939,Yellow
2015,MADRID,787440,42546,Yellow
2015,MADRID,37240,1475,Yellow
2015,MADRID,18780,804,Yellow
2015,MADRID,325320,12058,Yellow
2015,MADRID,1001300,72265,Yellow
2015,MADRID,127380,3689,Yellow
2015,MADRID,141620,12334,Yellow
2015,MADRID,54980,6506,Yellow
2015,MADRID,79380,3447,Yellow
2015,MADRID,314120,11916,Yellow
2015,MADRID,650660,18827,Yellow
2015,MADRID,212560,16730,Yellow
2015,MADRID,533940,26911,Yellow
2015,MADRID,88840,3949,Yellow
2015,MADRID,510800,21341,Yellow
2015,MADRID,135100,5469,Yellow
2015,MADRID,744520,25000,Yellow
2015,MADRID,872690,35678,Yellow
2015,MADRID,368570,26993,Yellow
2015,MADRID,105280,4118,Yellow
2015,MADRID,119320,8055,Yellow
2015,MADRID,140820,7174,Yellow
2015,MADRID,287310,14051,Yellow
2015,NAVARRA,653620,31932,Yellow
2015,NAVARRA,7920,865,Yellow
2015,NAVARRA,424200,21828,Yellow
2015,NAVARRA,7745519,359404,Yellow
2015,NAVARRA,114773,5520,Yellow
2015,NAVARRA,57158,2550,Yellow
2015,NAVARRA,1460139,87254,Yellow
2015,NAVARRA,431366,26701,Yellow
2015,NAVARRA,122990,6501,Yellow
2015,NAVARRA,37639,3143,Yellow
2015,NAVARRA,491170,20504,Yellow
2015,NAVARRA,129673,9706,Yellow
2015,NAVARRA,185974,11281,Yellow
2015,PAIS VASCO,27720,994,Yellow
2015,PAIS VASCO,152640,5535,Yellow
2015,PAIS VASCO,288728,14580,Yellow
2015,PAIS VASCO,1133570,100080,Yellow
2015,PAIS VASCO,4698140,346574,Yellow
2015,PAIS VASCO,381399,29351,Yellow
2015,PAIS VASCO,952820,79544,Yellow
2015,PAIS VASCO,558460,19601,Yellow
2015,PAIS VASCO,162240,6007,Yellow
2015,PAIS VASCO,317940,9970,Yellow
2015,PAIS VASCO,308100,13437,Yellow
2015,PAIS VASCO,667592,47117,Yellow
2015,PAIS VASCO,101130,4952,Yellow
2015,PAIS VASCO,258680,6167,Yellow
2015,PAIS VASCO,3999120,242082,Yellow
2015,PAIS VASCO,201379,9926,Yellow
2015,PAIS VASCO,327542,16144,Yellow
2015,PAIS VASCO,310790,18428,Yellow
2015,PAIS VASCO,143600,8851,Yellow
2015,PAIS VASCO,68900,3032,Yellow
2015,PAIS VASCO,181859,11282,Yellow
2015,PAIS VASCO,177060,7538,Yellow
2015,PAIS VASCO,2104500,62808,Yellow
2015,PAIS VASCO,7549887,530622,Yellow
2015,PAIS VASCO,949429,72980,Yellow
2015,PAIS VASCO,5929310,252127,Yellow
2015,PAIS VASCO,1956469,69628,Yellow
2015,PAIS VASCO,1995110,61258,Yellow
2015,PAIS VASCO,1297840,78089,Yellow
2015,PAIS VASCO,961400,43083,Yellow
2015,PAIS VASCO,577169,17196,Yellow
2015,REGION DE MURCIA,33640,6435,Yellow
2015,REGION DE MURCIA,237120,13086,Yellow
2015,REGION DE MURCIA,3860,1383,Yellow
2015,REGION DE MURCIA,218420,40907,Yellow
2015,REGION DE MURCIA,91240,9593,Yellow
2015,REGION DE MURCIA,144640,21298,Yellow
2015,REGION DE MURCIA,154300,18570,Yellow
2015,REGION DE MURCIA,74060,11112,Yellow
2015,REGION DE MURCIA,51100,6477,Yellow
2015,REGION DE MURCIA,78680,12061,Yellow
2015,REGION DE MURCIA,111120,10527,Yellow
2015,REGION DE MURCIA,237220,26280,Yellow
2015,REGION DE MURCIA,2212040,216451,Yellow
2015,REGION DE MURCIA,170540,15955,Yellow
2015,REGION DE MURCIA,112180,11035,Yellow
2015,REGION DE MURCIA,357420,35064,Yellow
2015,REGION DE MURCIA,49780,9714,Yellow
2015,REGION DE MURCIA,67460,16338,Yellow
2015,REGION DE MURCIA,85700,25476,Yellow
2015,REGION DE MURCIA,117800,19452,Yellow
2015,REGION DE MURCIA,211510,21404,Yellow
